id,target,comment_text,severe_toxicity,obscene,identity_attack,insult,threat,asian,atheist,bisexual,black,buddhist,christian,female,heterosexual,hindu,homosexual_gay_or_lesbian,intellectual_or_learning_disability,jewish,latino,male,muslim,other_disability,other_gender,other_race_or_ethnicity,other_religion,other_sexual_orientation,physical_disability,psychiatric_or_mental_illness,transgender,white,created_date,publication_id,parent_id,article_id,rating,funny,wow,sad,likes,disagree,sexual_explicit,identity_annotator_count,toxicity_annotator_count
6327252,0.8269230769230768,"I guess Zeigler thinks a man can do whatever he wants ... consent didn't even enter the equation.   This was as good as an admission that it happened, and being okay if it happens with others.  These guys are pigs.",0.0,0.0384615384615384,0.0,0.8269230769230768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-11-10 04:25:21.165057+00,105,,399033,approved,0,0,0,0,0,0.0,5,52
6327253,0.0,The line might have stayed put had this company been allowed to complete the job.,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-10 04:26:14.089493+00,105,,399199,approved,0,0,0,0,0,0.0,0,4
6327254,0.3,What's the difference between a green bean and a chick pea? Trump never had a green bean on his face.,0.0,0.0,0.1,0.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-10 04:26:50.947192+00,102,,399200,approved,7,0,0,5,0,0.0,0,10
6327255,0.0,"Good question, Kiragirl. Circumstantial evidence seems to point that way, but that’s not enough in criminal cases. Until found guilty, they are innocent and have a right to adequate defense. If they can’t afford it, then the state must provide. The issue re their financial need seems to have been settled. No matter how guilty they may appear to be, they deserve their day in court to face the charges against them. We ought to wait until the verdict is in before we condemn them.",0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-10 04:27:17.195829+00,55,6325498.0,399085,approved,1,0,0,0,0,0.0,0,4
6327256,0.0,"James, ADN's reporting on this topic was poor so everyone is trying to help the reporter with a little more research and factual feedback on the topic to help those not involved understand the impact this could have on ALL Alaskans and their food security.",0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-10 04:26:02.071104+00,21,6326420.0,399056,approved,0,0,0,0,0,0.0,0,4
6327257,0.0,"Well, that's one way to justify lying......",0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-10 04:26:33.740298+00,102,6325990.0,398863,rejected,0,0,0,0,0,0.0,0,4
6327259,0.0,And how often does that happen?  Is there anything Trump could do that would cause him to lose your support?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-11-10 04:27:23.746895+00,102,6326000.0,398863,approved,0,0,0,0,0,0.0,4,4
6327261,0.0,This was a MINOR...  not some floozy... I guess this kind of behavior is acceptable in states where people marry their 13-year old cousins.,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-10 04:28:00.861336+00,105,6326874.0,399033,rejected,0,0,0,1,0,0.0,0,4
6327263,0.0,"It's funny John, but why not. Weed is green, right?",0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-10 04:27:55.418028+00,102,6324573.0,399044,approved,1,0,0,0,1,0.0,0,4
6327265,0.0,Stop.......we're all getting dizzy from your spin.,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-10 04:28:01.937545+00,102,6326075.0,398863,approved,0,0,0,0,1,0.0,0,4
6327266,0.1,Anyone can accuse anyone of anything.  I hope Judge Moore sues this woman and I hope he wins.,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-11-10 04:28:48.930686+00,105,,399014,approved,0,0,0,3,0,0.0,4,10
6327269,0.0,Exactly.,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-10 04:29:46.035060+00,105,6326470.0,399014,approved,0,0,0,1,0,0.0,0,4
6327270,0.0,LOL. Sounds good to me ;-),0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-10 04:30:00.687113+00,13,6327233.0,399015,approved,0,0,0,0,0,0.0,0,4
6327271,0.0,"100 to 180 is NOT upper middle... not solidly, softly, or any other way. That is simply not true. That is straight up middle.",0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-10 04:30:24.682489+00,102,,399201,approved,0,1,0,2,4,0.0,0,4
6327273,0.4,He's just another scumsucking GOP candidate from Alabama.,0.0,0.1,0.0,0.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-10 04:30:14.219948+00,102,,399096,approved,0,0,0,3,1,0.0,0,10
6327274,0.1666666666666666,Metaphor.,0.0,0.0,0.0,0.1666666666666666,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-10 04:30:08.780426+00,13,6326635.0,399015,approved,0,0,0,0,0,0.0,0,6
6327275,0.0,"Joseph M. Lemma is a real nut job. 
DougCo WAS top notch. We were #5 when the kock bros/Denver Post backed group took over. Now, we are at #22.
We were the top rated large district in the state. We HAD higher-quality education than most of the private schools offer. 

Supposedly, he claims to live in Parker. Great. Then he should go to zillow and look at his home appreciation for the last 10 year VS. Cherry Creek, Littleton, and Evergreen area. 10 years ago, DougCo was the high appreciation rate. Now, we are below the rest (still going up, but EVERYTHING in Colorado does). 

No,the elitism are those trying to force the public to send rich kids to ""elite"" schools, even when they are below a number of our public schools.",0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-10 04:33:44.544159+00,102,,399129,approved,0,0,0,6,0,0.0,0,4
6327276,0.0,"Agreed, it should deter the rash of suicide bombings occurring in Quebec.",0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-10 04:30:14.645083+00,54,6326754.0,399143,rejected,0,0,0,0,0,0.0,0,4
6327277,0.0,"My point is that the percentage is not relevant. One cannot paint all religions or denominations with the same brush, just as we can't treat all scientists as a unified group of individuals who claim to agree on all matters of science. If political influence is your main concern, I would be more worried about the incessant contradictory science on matters of health and how this influences government health policy. (i.e how 'good' cows milk is humans).",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-11-10 04:30:51.539299+00,54,6322919.0,398558,approved,0,0,0,0,0,0.0,4,4
6327278,0.6,"I get the feeling that Jim Ziegler, Alabama State Auditor, likes to feel 14-year-old girl's breasts and other sexual organs. He obviously doesn't study his Bible which tells us Mary was a virgin when she conceived Jesus. Joseph didn't have sex with Mary until after Jesus' birth.

I hope local police are watching Auditor Ziegler closely. He excuses pedophilia which one would only expect from a pedophile. 

Alabama is as backwards as we in the North suspected",0.0,0.1,0.3,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-11-10 04:30:29.386647+00,105,,399033,approved,0,0,0,0,0,0.6,10,10
6327279,0.0,"I presume this will put a stop to the gentrification of Woodstock and contribute it to its re - ""slumification"".",0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-10 04:33:34.394922+00,100,,399202,approved,0,0,0,2,0,0.0,0,4
6327281,0.0,Are you sure you’re a conservative Rubin? ‘Cause I kinda like you.,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-10 04:31:17.958270+00,21,,399203,approved,1,0,0,2,0,0.0,0,4
6327282,0.2,"See what he says when Roy Moore or even a 30 year old tries to date his 14 year old daughter.
Not sure what the age of consent is there, but in PA a 30 year old dating a 14 year old can get you at least corrupting morals of a minor. And what parent in their right minds would allow a 30 year old to date a 14 year old. To me that's just negligence. Hat's off to your piss poor excuse.  And lying is a is a sin, baby.",0.0,0.1,0.0,0.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-10 04:32:55.279829+00,105,,399033,approved,0,0,0,0,0,0.0,0,10
6327283,0.0,"You are reading this comment. You in the knowledge of your life have never  committed such an act on a child. Stop. Imagine if you had his position in life and were accused. How would you respond to regain your innocent respect from US, the rest of America. 

Personally. Roy Moore does not live up to what I would say and do to continue running for such a position of power and still fight that I am innocent.. 

We as the innocent must learn . We must learn the words and methods that the non-innocent have used to steal power from children.",0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-10 04:32:04.938892+00,105,,399204,approved,0,0,0,0,0,0.0,0,4
6327284,0.0,"LOL.  Like I said, I plead the 1st......... or is it the 2nd?",0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-10 04:32:34.475950+00,13,6327244.0,399015,approved,0,0,0,0,0,0.0,0,4
6327285,0.0,"As for more breathable air, the green roofs will make a drop in the Pacific Ocean difference.  It's mostly a feel good moment paid by others.",0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-10 04:32:16.307353+00,102,6324989.0,399044,approved,0,0,1,0,0,0.0,0,4
6327287,0.8,I have to agree with local media here. Neither of those statements are racist whatsoever . But the fact he twisted it and played the racist card is pretty much expected. Minority’s have all the power . They can be racist by calling white peple racist and it’s okay. But muslims are the biggest racist around .  Just look around the world. Muslims are at war everywhere over race and religion. Everywhere. So for a Muslim to play the racist card. Would only work in Canada. Pathetic,0.0428571428571428,0.0428571428571428,0.6714285714285714,0.7,0.0142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333333,2017-11-10 04:32:27.296656+00,54,,399020,approved,0,0,0,9,0,0.0,6,70
6327289,0.0,Poor child,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-10 04:32:30.185030+00,105,6327117.0,399033,approved,0,0,0,1,0,0.0,0,4
6327290,0.0,Yeah but up until a few scant years ago they used to do it one person at a time.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-11-10 04:32:49.588317+00,13,6327238.0,399025,approved,0,0,0,1,0,0.0,4,4
6327291,0.2,"Excellent, thanks! It is sad that the ST got dragged into being a patsy for the likes of Moyane. It has cost them dearly, but it has cost SA more dearly and has been devastating to large number of honourable people.",0.0,0.0,0.0,0.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-10 04:35:47.652446+00,100,,399205,approved,0,0,1,1,0,0.0,0,5
6327292,0.0,"Compromised Non-Leaders
Why any publication gives them space on any platform is a question everyone should ask.
You are just encouraging them to think they are valid.",0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-10 04:33:25.533119+00,100,,399206,approved,0,0,0,0,0,0.0,0,4
6327293,0.0,"I don't know Bill. That concept for you seems to depend entirely on which political party the person is associated with. That's my entire point.

I may make assumptions, but I try to make them based on what knowledge I have. That's the big difference between us. Roy Moore seems guilty because so many women independently accused him of things that happened, claims with corroborations. That just doesn't happen in a vacuum. If it was one lone woman he had limited contact with, or had some good reason to try and tarnish his reputation (with no evidence) I might be more skeptical. 

You pick and choose when sexual assault is convenient to your worldview, and you're willing to accuse women of being liars in order to get there. When have I ever ""male bashed""? Have I not defended you and agreed with you when I see equally as bigoted comments directed at men? Was I not on your side with the last gun-violence debate and the ""white male culture"" accusations?

I try to keep my morality bias free.",0.0,0.0,0.1666666666666666,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2017-11-10 04:33:37.148993+00,13,6327218.0,399015,approved,0,0,0,0,0,0.0,4,6
6327294,0.0,"In today's heightened security due to terrorist attacks, we have all been asked to be more vigilant.  I know you use the library card as an example to trivialize the need for better identification.  However, in more sensitive areas requiring better scrutiny for security, it should not be a trivial matter.

Should Canada follow in the footsteps of a society where the niqab or the burkha have been used primarily to marginalize women in society?  Keeping in mind that moderate Islamic scholars have repeatedly stated that the niqab and the burkha are not religious requirements under Islam.

We need to also be aware that there are muslim countries which have banned the niqab and the burkha.  (and those tend to be the more moderate muslim countries).",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-11-10 04:33:32.792162+00,54,6326895.0,398663,approved,0,0,0,0,0,0.0,6,4
6327295,0.0,Please produce proof that Bill Clinton was ever accused of pedophilia with a 14-year-old girl.,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-10 04:33:45.578005+00,105,6326874.0,399033,approved,0,0,0,0,0,0.0,0,4
6327296,0.7,Republicans state they don’t hate gay people.  Moore wants to lock them up.   Horrible people.,0.1,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,2017-11-10 04:34:27.677871+00,102,,399064,approved,0,0,0,0,0,0.0,10,10
6327297,0.0,"Hi!
I am the Q Group’s treasurer and I can 100% guarantee that we are also accepting straight performers. Straight, cisgendered, we are accepting performers of all gender identities and sexualities. We had sttaight male performers last year and we will be open to straight performers this year. Thank you!!",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-11-10 04:33:53.924560+00,105,,398913,approved,0,0,0,0,0,0.0,4,4
6327298,0.0,"Lido Pimienta comes from Colombia, a country with an extremely racist past. A country in which blacks and indigenous people were subordinated to the more white Mestizo class, who systematically tried to breed them out. Where, to this day, colored people are 'marginalized, exoticized and naturalized in a state of poverty' (allegedly - see “Racism and Discourse in Latin America”, 2009, p. 140). The magnitude of audacity, then, that a native Colombian would have to possess in order to come to Canada, among the most progressive countries in the world, with multi-culturalism, human rights councils, equity boards etc.,  and lecture white Canadians about how to respect minorities.. How much of this indignation in the guise of ""social justice"" is nothing but a sort of minority-Colombian-syndrome that has nothing to do with Canada whatsoever!  Get educated:
https://www.washingtonpost.com/news/worldviews/wp/2013/05/15/a-fascinating-map-of-the-worlds-most-and-least-racially-tolerant-countries/",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2017-11-10 04:33:58.427863+00,54,,394069,rejected,0,0,0,0,0,0.0,4,4
6327299,0.0,It is the same type of thing a number of men are being accused of.  Do I sense a double standard present?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-11-10 04:34:58.392936+00,13,6327274.0,399015,approved,0,0,0,0,0,0.0,4,4
6327300,0.5,"So, now your libertarian doctrine commands you now to  defend a pedophile.  Pretty creepy.",0.0,0.0,0.0416666666666666,0.4722222222222222,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-10 04:34:43.625309+00,13,6324406.0,399015,approved,0,0,0,0,0,0.0694444444444444,0,72
6327302,1.0,"Nenshi is the same kind of  scumbag as Bob Rae and David Miller. More concerned with his personal agendas tnan with the real needs of actual constituents.  
For example, he sent convicted criminals to try to infiltrate Uber, caring nothing about the potential risks to users if they had succeeded.",0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-10 04:36:04.393592+00,54,,399020,rejected,0,0,0,0,0,0.0,0,4
6327303,0.0,Moore has answered the unfounded charges.  He said they are all stuff and nonsense and merely a political ploy by the Democratic Party and the wash. Post.  Let's see some factual evidence.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-11-10 04:36:21.216638+00,105,,399207,approved,0,0,0,0,0,0.0,4,4
6327304,0.0,It's Alabama law. Was then and still is.,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-10 04:36:11.164181+00,105,6326301.0,399033,approved,0,0,0,0,0,0.0,0,4
6327305,1.0,"I want more scientists and engineers in congress, and one of those types to president. They do what is right, logical, and will use reasoning instead of ideology to solve problems. They are just too smart to ever decide to do something so foolish.",0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-10 04:35:58.615571+00,102,,399050,approved,0,0,0,0,0,0.0,0,4
6327306,0.0,Why don't you go for the standing ovation and plead the 5th for the rest of the year?,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-10 04:35:46.574035+00,13,6327284.0,399015,approved,0,0,0,0,0,0.0,0,10
6327307,0.0,"CanadaRob3, you are making up numbers again.  Inflation and Calgary growth was 39% over the last seven years, not 13%.",0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-10 04:36:20.216786+00,54,6324780.0,399020,approved,0,0,0,0,0,0.0,0,4
6327308,0.0,My TIFs are better than yours. So there.,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-10 04:37:03.899475+00,102,,399208,approved,0,0,0,0,0,0.0,0,4
6327309,0.0,"C'mon RTH!!!!

At least be original!

As is clear above, AhiPoke came up with the ""lay off the booze"" gratuitous (and noticeably lacking substance - although yours is more lacking, perhaps the lackingEST).

This Asia trip  is proving Trump is no deal maker, and has little clout unless he's making incindiary comments on twitter to his base.

""the art of the deal""???  No Mr. President, South Korea, China, Vietnam and the Philipines aren't interested in a golf course or a tackily/gaudily decorated building.  So, you're out of your league.",0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-11-10 04:36:33.252343+00,55,6325252.0,399031,approved,0,0,0,2,1,0.0,6,4
6327310,0.1666666666666666,"I think it's unfortunate that some people have this unreasonable prejudice that the only valid Bible is the old King James version.  It just adds to the confusion.  In the NIV study Bible there is no reference to the ""flower of her age"".   That part of the passage is translated ""if she is getting along in years""  The footnote explains that there was a lot of hostility toward Christians in Corinth at the time of that book's writing and some hesitated to marry at all.  There was also a possible alternate translation that  it may have been addressed to fathers who were reluctant to let their daughters marry, but should maybe reconsider if they were ""getting along in years"".   No, no magic age.  But young women probably were married by late teens and considered past their prime for marriage if they made it into their 20s still virgins at home.  That was true right here in our country up through the early 20th century",0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-11-10 04:36:34.276883+00,105,6326096.0,399033,approved,0,0,0,1,0,0.0,10,6
6327311,0.0,I hope that the course will be an examination of the many sources of racism. Courses like this can be a productive way of countering bigotry in America. Perhaps some rightists will sign up for it.,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-10 04:37:05.183131+00,105,6325655.0,399103,approved,0,0,0,0,0,0.0,0,4
6327312,0.0,It's the Weinstein effect,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-10 04:39:12.299641+00,105,6326851.0,399033,approved,0,0,0,1,0,0.0,0,4
6327313,0.0,And...WELCOME to our most beautiful state!,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-11-10 04:37:26.535882+00,21,,398899,rejected,0,0,0,0,0,0.0,4,4
6327315,0.0,"This represents a sad kowtowing by the Globe to the social media lynchmob. The Globe shouldstand up for the fair use of freedom of speech, not blithely ban words just because others find them offensive. This is a betrayal of John Doyle and his consistently excellent service to good writing and fair criticism.",0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-10 04:37:54.941759+00,54,,399027,approved,0,0,0,5,1,0.0,0,4
6327316,0.2,"The ACA is popular and the reason it is struggling is because it is being undermined and sabotaged instead of fixed.  The tRump administration has done everything they can to reduce advertising, enrollment periods and access YET 600K signed up the first week, adding to the millions already participating.  You, in contrast to Robert777 actually sound like an American in your abuse of numbers and facts.",0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-10 04:38:15.619641+00,102,6324225.0,398642,approved,0,0,0,1,0,0.0,0,5
